ID,Marital,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Age Range,Purchased Bike
27731,Married,Male,"$40,000.00",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,Adolesent,No
11886,Married,Female,"$60,000.00",3,Bachelors,Professional,Yes,1,0-1 Miles,North America,48,Adolesent,Yes
24324,Single,Female,"$60,000.00",4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Adolesent,Yes
22220,Married,Male,"$60,000.00",2,High School,Professional,No,2,1-2 Miles,North America,49,Adolesent,Yes
26625,Single,Female,"$60,000.00",0,Graduate Degree,Professional,Yes,1,2-5 Miles,North America,38,Adolesent,Yes
23027,Single,Male,"$130,000.00",1,Bachelors,Management,No,4,0-1 Miles,North America,44,Adolesent,No
16867,Single,Female,"$130,000.00",1,Bachelors,Management,No,3,0-1 Miles,North America,45,Adolesent,Yes
14514,Single,Female,"$30,000.00",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,26,Adolesent,No
19634,Married,Male,"$40,000.00",0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,Adolesent,No
18504,Married,Male,"$70,000.00",2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,49,Adolesent,No
28799,Single,Female,"$40,000.00",2,Partial College,Clerical,No,1,1-2 Miles,North America,47,Adolesent,Yes
11225,Married,Female,"$60,000.00",2,Partial College,Professional,Yes,1,10+ Miles,North America,55,Old Age,No
17657,Married,Male,"$40,000.00",4,Partial College,Clerical,No,0,0-1 Miles,North America,30,Adolesent,No
14913,Married,Female,"$40,000.00",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,48,Adolesent,Yes
14077,Single,Male,"$30,000.00",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,Adolesent,No
13296,Married,Male,"$110,000.00",1,Bachelors,Management,Yes,3,5-10 Miles,North America,45,Adolesent,No
20535,Married,Female,"$70,000.00",4,Partial College,Professional,Yes,1,10+ Miles,North America,56,Old Age,No
12452,Married,Male,"$60,000.00",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Adolesent,Yes
28043,Married,Female,"$60,000.00",2,Bachelors,Management,Yes,0,10+ Miles,North America,56,Old Age,No
12957,Single,Female,"$70,000.00",1,Bachelors,Professional,No,1,0-1 Miles,North America,44,Adolesent,No
15412,Married,Male,"$130,000.00",2,Graduate Degree,Management,Yes,3,2-5 Miles,North America,69,Old Age,No
20514,Married,Female,"$70,000.00",2,Partial College,Professional,Yes,1,2-5 Miles,North America,59,Old Age,No
20758,Married,Male,"$30,000.00",2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,50,Adolesent,No
11801,Married,Male,"$60,000.00",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Adolesent,No
22211,Married,Male,"$60,000.00",0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,Adolesent,No
28087,Single,Female,"$40,000.00",0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,27,Adolesent,No
23668,Married,Female,"$40,000.00",4,High School,Professional,Yes,2,5-10 Miles,North America,59,Old Age,Yes
27441,Married,Male,"$60,000.00",3,High School,Professional,No,2,2-5 Miles,North America,53,Old Age,No
27261,Married,Male,"$40,000.00",1,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,36,Adolesent,Yes
18649,Single,Male,"$30,000.00",1,High School,Clerical,Yes,2,1-2 Miles,North America,51,Old Age,Yes
21714,Single,Female,"$80,000.00",5,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,Adolesent,No
23217,Single,Female,"$60,000.00",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,Adolesent,Yes
23797,Single,Male,"$20,000.00",3,Partial High School,Clerical,No,2,0-1 Miles,North America,50,Adolesent,No
13216,Married,Female,"$60,000.00",5,Bachelors,Management,Yes,3,10+ Miles,North America,59,Old Age,No
20657,Single,Male,"$50,000.00",2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,37,Adolesent,Yes
12882,Married,Male,"$50,000.00",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,Adolesent,Yes
25908,Married,Female,"$60,000.00",0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,27,Adolesent,No
16753,Single,Female,"$70,000.00",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,Adolesent,Yes
14608,Married,Male,"$50,000.00",4,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,42,Adolesent,No
24979,Married,Female,"$60,000.00",2,Partial College,Professional,Yes,2,2-5 Miles,North America,57,Old Age,Yes
13313,Married,Female,"$120,000.00",1,High School,Professional,No,4,2-5 Miles,North America,45,Adolesent,No
18952,Married,Female,"$100,000.00",4,Bachelors,Management,Yes,4,0-1 Miles,North America,40,Adolesent,No
17699,Married,Male,"$60,000.00",1,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,55,Old Age,No
14657,Married,Male,"$80,000.00",1,Partial College,Skilled Manual,No,1,0-1 Miles,North America,47,Adolesent,Yes
11540,Single,Male,"$60,000.00",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Adolesent,Yes
11783,Married,Female,"$60,000.00",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,34,Adolesent,No
14602,Married,Female,"$80,000.00",3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,Adolesent,Yes
29030,Married,Male,"$70,000.00",2,Partial High School,Skilled Manual,Yes,2,10+ Miles,North America,54,Old Age,No
26490,Single,Male,"$70,000.00",2,Bachelors,Management,No,1,2-5 Miles,North America,59,Old Age,Yes
13151,Single,Male,"$40,000.00",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,Adolesent,No
17260,Married,Male,"$90,000.00",5,Partial College,Professional,Yes,3,0-1 Miles,North America,41,Adolesent,No
15372,Married,Male,"$80,000.00",3,Partial College,Professional,No,2,2-5 Miles,North America,50,Adolesent,Yes
18105,Married,Female,"$60,000.00",2,Partial College,Professional,Yes,1,10+ Miles,North America,55,Old Age,No
19660,Married,Male,"$80,000.00",4,Bachelors,Management,Yes,0,0-1 Miles,North America,43,Adolesent,No
16112,Single,Male,"$70,000.00",4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Adolesent,Yes
20698,Married,Male,"$60,000.00",4,Bachelors,Skilled Manual,Yes,3,5-10 Miles,North America,42,Adolesent,No
20076,Single,Female,"$10,000.00",2,High School,Manual,Yes,2,1-2 Miles,North America,53,Old Age,Yes
24496,Single,Female,"$40,000.00",0,High School,Skilled Manual,No,2,0-1 Miles,North America,28,Adolesent,Yes
15468,Married,Female,"$50,000.00",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,35,Adolesent,No
28031,Single,Female,"$70,000.00",2,Bachelors,Management,No,1,2-5 Miles,North America,59,Old Age,Yes
26270,Single,Female,"$20,000.00",2,Partial High School,Clerical,Yes,2,1-2 Miles,North America,49,Adolesent,No
22221,Married,Male,"$60,000.00",2,High School,Professional,No,2,1-2 Miles,North America,48,Adolesent,Yes
28228,Single,Female,"$80,000.00",2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,50,Adolesent,No
18363,Married,Male,"$40,000.00",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Adolesent,Yes
23256,Single,Male,"$30,000.00",1,High School,Clerical,No,1,5-10 Miles,North America,52,Old Age,No
12768,Married,Male,"$30,000.00",1,High School,Clerical,Yes,1,2-5 Miles,North America,52,Old Age,Yes
20361,Married,Male,"$50,000.00",2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,69,Old Age,No
21306,Single,Male,"$60,000.00",2,High School,Professional,Yes,2,5-10 Miles,North America,51,Old Age,No
13382,Married,Male,"$70,000.00",5,Partial College,Professional,Yes,2,1-2 Miles,North America,57,Old Age,Yes
20310,Single,Male,"$60,000.00",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Adolesent,Yes
22971,Single,Female,"$30,000.00",0,High School,Skilled Manual,No,2,0-1 Miles,North America,25,Adolesent,Yes
15287,Single,Female,"$50,000.00",1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Adolesent,Yes
15532,Single,Male,"$60,000.00",4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Adolesent,Yes
11255,Married,Male,"$70,000.00",4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,73,Old Age,No
28090,Married,Male,"$40,000.00",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Adolesent,No
15255,Married,Male,"$40,000.00",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Adolesent,Yes
13154,Married,Male,"$40,000.00",0,High School,Skilled Manual,No,2,0-1 Miles,North America,27,Adolesent,Yes
26778,Single,Female,"$40,000.00",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,Adolesent,No
23248,Married,Female,"$10,000.00",2,High School,Manual,Yes,2,1-2 Miles,North America,53,Old Age,No
21417,Single,Female,"$60,000.00",0,Partial College,Professional,No,2,1-2 Miles,North America,32,Adolesent,Yes
17668,Single,Male,"$30,000.00",2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,50,Adolesent,Yes
27994,Married,Female,"$40,000.00",4,High School,Professional,Yes,2,5-10 Miles,North America,69,Old Age,No
20376,Single,Female,"$70,000.00",3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,52,Old Age,Yes
25954,Married,Male,"$60,000.00",0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,31,Adolesent,No
15749,Single,Female,"$70,000.00",4,Bachelors,Management,Yes,2,10+ Miles,North America,61,Old Age,No
25899,Married,Female,"$70,000.00",2,High School,Professional,Yes,2,10+ Miles,North America,53,Old Age,No
13351,Single,Female,"$70,000.00",4,Bachelors,Management,Yes,2,1-2 Miles,North America,62,Old Age,Yes
23333,Married,Male,"$40,000.00",0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,30,Adolesent,No
21660,Married,Female,"$60,000.00",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,Adolesent,Yes
17012,Married,Female,"$60,000.00",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,42,Adolesent,Yes
24514,Married,Male,"$40,000.00",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,30,Adolesent,No
27505,Single,Female,"$40,000.00",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,Adolesent,No
29243,Single,Male,"$110,000.00",1,Bachelors,Management,Yes,1,5-10 Miles,North America,43,Adolesent,No
26582,Married,Male,"$60,000.00",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,33,Adolesent,Yes
14271,Married,Male,"$30,000.00",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,32,Adolesent,No
23041,Single,Female,"$70,000.00",4,High School,Professional,Yes,0,5-10 Miles,North America,50,Adolesent,Yes
29048,Single,Male,"$110,000.00",2,Bachelors,Management,No,3,0-1 Miles,North America,37,Adolesent,Yes
24433,Married,Male,"$70,000.00",3,High School,Professional,No,1,1-2 Miles,North America,52,Old Age,Yes
15501,Married,Male,"$70,000.00",4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Adolesent,Yes
13911,Single,Female,"$80,000.00",3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Adolesent,Yes
20421,Single,Female,"$40,000.00",0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,26,Adolesent,No
16009,Single,Male,"$170,000.00",1,Graduate Degree,Management,No,4,0-1 Miles,North America,66,Old Age,No
18411,Married,Male,"$60,000.00",2,High School,Professional,No,2,5-10 Miles,North America,51,Old Age,No
19163,Married,Female,"$70,000.00",4,Bachelors,Professional,Yes,2,0-1 Miles,North America,43,Adolesent,Yes
18572,Married,Female,"$60,000.00",0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,39,Adolesent,No
27540,Single,Female,"$70,000.00",0,Bachelors,Professional,No,1,0-1 Miles,North America,37,Adolesent,Yes
19889,Single,Female,"$70,000.00",2,Partial High School,Skilled Manual,No,2,2-5 Miles,North America,54,Old Age,Yes
12922,Single,Female,"$60,000.00",3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40,Adolesent,Yes
18891,Married,Female,"$40,000.00",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,28,Adolesent,No
16773,Married,Male,"$60,000.00",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,Adolesent,No
19143,Single,Female,"$80,000.00",3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Adolesent,Yes
23882,Single,Female,"$80,000.00",3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Adolesent,Yes
11233,Married,Male,"$70,000.00",4,Partial College,Professional,Yes,2,10+ Miles,North America,53,Old Age,No
12056,Married,Male,"$120,000.00",2,Graduate Degree,Management,Yes,3,5-10 Miles,North America,64,Old Age,No
15555,Married,Female,"$60,000.00",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,Adolesent,Yes
18423,Single,Male,"$80,000.00",2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,52,Old Age,No
22743,Married,Female,"$40,000.00",5,High School,Professional,Yes,2,10+ Miles,North America,60,Old Age,No
25343,Single,Female,"$20,000.00",3,Partial High School,Clerical,Yes,2,1-2 Miles,North America,50,Adolesent,No
13390,Married,Female,"$70,000.00",4,Partial College,Professional,No,1,1-2 Miles,North America,56,Old Age,No
17482,Single,Female,"$40,000.00",0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,29,Adolesent,No
13176,Single,Male,"$130,000.00",0,Graduate Degree,Management,No,2,0-1 Miles,North America,38,Adolesent,Yes
20504,Married,Female,"$40,000.00",5,High School,Professional,No,2,2-5 Miles,North America,60,Old Age,No
12205,Single,Female,"$130,000.00",2,Bachelors,Management,No,4,0-1 Miles,North America,67,Old Age,No
16751,Married,Male,"$60,000.00",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,Adolesent,Yes
21613,Single,Male,"$50,000.00",2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,39,Adolesent,Yes
24801,Single,Male,"$60,000.00",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Adolesent,Yes
17519,Married,Female,"$60,000.00",0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,Adolesent,No
18347,Single,Female,"$30,000.00",0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,31,Adolesent,No
29052,Single,Male,"$40,000.00",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Adolesent,No
11745,Married,Female,"$60,000.00",1,Bachelors,Professional,Yes,1,0-1 Miles,North America,47,Adolesent,Yes
19147,Married,Male,"$40,000.00",0,Bachelors,Professional,No,1,0-1 Miles,North America,42,Adolesent,No
19217,Married,Male,"$30,000.00",2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,49,Adolesent,No
15839,Single,Male,"$30,000.00",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,Adolesent,No
13714,Married,Female,"$20,000.00",2,High School,Manual,No,2,1-2 Miles,North America,53,Old Age,Yes
22330,Married,Male,"$50,000.00",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,32,Adolesent,Yes
18783,Single,Male,"$80,000.00",0,Bachelors,Management,No,1,0-1 Miles,North America,38,Adolesent,Yes
25041,Single,Male,"$40,000.00",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,Adolesent,No
22046,Single,Female,"$80,000.00",0,Bachelors,Management,No,1,0-1 Miles,North America,38,Adolesent,Yes
28052,Married,Male,"$60,000.00",2,High School,Professional,Yes,2,10+ Miles,North America,55,Old Age,No
26693,Married,Male,"$70,000.00",3,Partial College,Professional,Yes,1,5-10 Miles,North America,49,Adolesent,No
24955,Single,Male,"$30,000.00",5,Partial High School,Skilled Manual,Yes,3,10+ Miles,North America,60,Old Age,Yes
26065,Single,Female,"$110,000.00",3,Bachelors,Management,No,4,1-2 Miles,North America,42,Adolesent,No
13942,Married,Male,"$60,000.00",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,46,Adolesent,No
11219,Married,Male,"$60,000.00",2,High School,Professional,Yes,2,10+ Miles,North America,55,Old Age,No
22118,Single,Female,"$70,000.00",3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Old Age,Yes
23197,Married,Male,"$50,000.00",3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,40,Adolesent,No
14883,Married,Female,"$30,000.00",1,Bachelors,Skilled Manual,Yes,1,5-10 Miles,North America,53,Old Age,Yes
27279,Single,Female,"$70,000.00",2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,38,Adolesent,Yes
18322,Single,Male,"$30,000.00",0,Partial High School,Clerical,No,2,0-1 Miles,North America,26,Adolesent,No
15879,Married,Male,"$70,000.00",5,Bachelors,Management,Yes,2,2-5 Miles,North America,61,Old Age,No
28278,Married,Male,"$50,000.00",2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,71,Old Age,No
24416,Married,Male,"$90,000.00",4,High School,Professional,Yes,2,1-2 Miles,North America,45,Adolesent,No
28066,Married,Male,"$80,000.00",2,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Adolesent,Yes
11275,Married,Female,"$80,000.00",4,Graduate Degree,Management,Yes,2,0-1 Miles,North America,72,Old Age,Yes
14872,Married,Male,"$30,000.00",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,32,Adolesent,No
16151,Married,Female,"$60,000.00",1,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,Adolesent,Yes
19731,Married,Male,"$80,000.00",4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,68,Old Age,No
23801,Married,Female,"$20,000.00",2,Partial High School,Clerical,Yes,2,0-1 Miles,North America,49,Adolesent,No
11807,Married,Male,"$70,000.00",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Adolesent,No
11622,Married,Male,"$50,000.00",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,32,Adolesent,No
26597,Single,Female,"$60,000.00",4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,Adolesent,No
27074,Married,Female,"$70,000.00",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,Adolesent,Yes
19228,Married,Female,"$40,000.00",2,Partial College,Clerical,Yes,1,0-1 Miles,North America,48,Adolesent,No
13415,Single,Male,"$100,000.00",1,Graduate Degree,Management,Yes,3,2-5 Miles,North America,73,Old Age,Yes
17000,Single,Female,"$70,000.00",4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,43,Adolesent,Yes
14569,Married,Male,"$60,000.00",1,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Adolesent,No
13873,Married,Male,"$70,000.00",3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Adolesent,Yes
20401,Married,Female,"$50,000.00",4,Bachelors,Management,Yes,2,1-2 Miles,North America,64,Old Age,Yes
21583,Married,Female,"$50,000.00",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,Adolesent,Yes
12029,Married,Male,"$30,000.00",0,Partial High School,Clerical,No,2,0-1 Miles,North America,28,Adolesent,No
18066,Single,Male,"$70,000.00",5,Bachelors,Management,Yes,3,10+ Miles,North America,60,Old Age,Yes
28192,Married,Female,"$70,000.00",5,Graduate Degree,Professional,Yes,3,10+ Miles,North America,46,Adolesent,No
16122,Married,Male,"$40,000.00",4,High School,Skilled Manual,Yes,2,0-1 Miles,North America,44,Adolesent,Yes
18607,Single,Female,"$60,000.00",4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,42,Adolesent,Yes
28858,Single,Male,"$80,000.00",3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40,Adolesent,No
14432,Single,Male,"$90,000.00",4,Graduate Degree,Management,Yes,1,5-10 Miles,North America,73,Old Age,No
26305,Single,Female,"$60,000.00",2,Bachelors,Skilled Manual,No,0,0-1 Miles,North America,36,Adolesent,Yes
22050,Single,Male,"$90,000.00",4,Bachelors,Management,Yes,1,1-2 Miles,North America,38,Adolesent,Yes
25394,Married,Male,"$60,000.00",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Adolesent,Yes
19747,Married,Male,"$50,000.00",4,Bachelors,Management,Yes,2,10+ Miles,North America,63,Old Age,No
23195,Single,Male,"$50,000.00",3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Adolesent,Yes
21695,Married,Male,"$60,000.00",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,39,Adolesent,Yes
13934,Married,Male,"$40,000.00",4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,46,Adolesent,No
13337,Married,Female,"$80,000.00",5,Bachelors,Management,Yes,2,5-10 Miles,North America,64,Old Age,No
27190,Married,Female,"$40,000.00",3,Partial College,Clerical,Yes,1,1-2 Miles,North America,32,Adolesent,No
28657,Single,Male,"$60,000.00",2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,36,Adolesent,Yes
21713,Single,Male,"$80,000.00",5,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,Adolesent,No
21752,Married,Male,"$60,000.00",3,Graduate Degree,Management,Yes,2,10+ Miles,North America,64,Old Age,No
27273,Single,Male,"$70,000.00",3,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,Adolesent,Yes
22719,Single,Male,"$110,000.00",3,Bachelors,Management,Yes,4,2-5 Miles,North America,40,Adolesent,Yes
22042,Married,Female,"$70,000.00",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,Adolesent,Yes
21451,Married,Female,"$40,000.00",4,High School,Professional,Yes,2,10+ Miles,North America,61,Old Age,No
20754,Married,Male,"$30,000.00",2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,51,Old Age,No
12153,Single,Female,"$70,000.00",3,Partial College,Professional,Yes,1,5-10 Miles,North America,49,Adolesent,Yes
16895,Married,Female,"$40,000.00",3,Partial College,Professional,No,2,1-2 Miles,North America,54,Old Age,Yes
26728,Single,Male,"$70,000.00",3,Graduate Degree,Management,No,2,1-2 Miles,North America,53,Old Age,Yes
11090,Single,Male,"$90,000.00",2,Partial College,Professional,Yes,1,2-5 Miles,North America,48,Adolesent,Yes
15862,Single,Female,"$50,000.00",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Adolesent,Yes
26495,Single,Female,"$40,000.00",2,High School,Professional,Yes,2,10+ Miles,North America,57,Old Age,No
11823,Married,Female,"$70,000.00",0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,39,Adolesent,No
23449,Married,Male,"$60,000.00",2,High School,Professional,Yes,2,5-10 Miles,North America,48,Adolesent,No
23459,Married,Male,"$60,000.00",2,High School,Professional,Yes,2,5-10 Miles,North America,50,Adolesent,No
19543,Married,Male,"$70,000.00",5,Graduate Degree,Professional,No,3,10+ Miles,North America,47,Adolesent,No
14914,Married,Female,"$40,000.00",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,49,Adolesent,Yes
12033,Single,Female,"$40,000.00",0,High School,Skilled Manual,No,2,0-1 Miles,North America,27,Adolesent,Yes
11941,Single,Male,"$60,000.00",0,Partial College,Skilled Manual,Yes,0,5-10 Miles,North America,29,Adolesent,No
14389,Married,Male,"$60,000.00",2,Bachelors,Management,Yes,0,2-5 Miles,North America,59,Old Age,No
18050,Married,Female,"$60,000.00",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,45,Adolesent,Yes
19856,Married,Female,"$60,000.00",4,Bachelors,Management,Yes,2,2-5 Miles,North America,60,Old Age,No
11663,Married,Male,"$70,000.00",4,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,Adolesent,Yes
27740,Married,Female,"$40,000.00",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,Adolesent,No
23455,Single,Male,"$80,000.00",2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,50,Adolesent,No
15292,Single,Female,"$60,000.00",1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,35,Adolesent,No
21587,Married,Female,"$60,000.00",1,Graduate Degree,Skilled Manual,Yes,0,2-5 Miles,North America,34,Adolesent,Yes
23513,Married,Female,"$40,000.00",3,Partial College,Professional,Yes,2,5-10 Miles,North America,54,Old Age,No
24322,Married,Female,"$60,000.00",4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,Adolesent,No
26298,Married,Female,"$50,000.00",1,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,34,Adolesent,Yes
25419,Single,Male,"$50,000.00",2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,38,Adolesent,Yes
13343,Married,Female,"$90,000.00",5,Bachelors,Management,Yes,2,1-2 Miles,North America,63,Old Age,Yes
11303,Single,Female,"$90,000.00",4,High School,Professional,No,3,1-2 Miles,North America,45,Adolesent,Yes
21693,Single,Female,"$60,000.00",0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,40,Adolesent,No
28056,Married,Male,"$70,000.00",2,Partial High School,Skilled Manual,Yes,2,10+ Miles,North America,53,Old Age,No
11788,Single,Female,"$70,000.00",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Adolesent,No
22296,Married,Male,"$70,000.00",0,Bachelors,Professional,No,1,0-1 Miles,North America,38,Adolesent,No
15319,Married,Female,"$70,000.00",4,Bachelors,Management,No,1,1-2 Miles,North America,59,Old Age,No
17654,Single,Female,"$40,000.00",3,Partial College,Clerical,Yes,1,1-2 Miles,North America,30,Adolesent,Yes
14662,Married,Male,"$60,000.00",1,Bachelors,Professional,Yes,1,0-1 Miles,North America,48,Adolesent,Yes
17541,Married,Female,"$40,000.00",4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,43,Adolesent,No
13886,Married,Female,"$70,000.00",4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Adolesent,Yes
13073,Married,Female,"$60,000.00",0,Partial College,Professional,Yes,2,5-10 Miles,North America,30,Adolesent,No
21940,Married,Male,"$90,000.00",5,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,47,Adolesent,Yes
20196,Married,Male,"$60,000.00",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,Adolesent,Yes
23491,Single,Male,"$100,000.00",0,Partial College,Professional,No,4,1-2 Miles,North America,45,Adolesent,No
16651,Married,Female,"$120,000.00",2,Bachelors,Management,Yes,3,5-10 Miles,North America,62,Old Age,No
16813,Married,Male,"$60,000.00",2,Partial College,Professional,Yes,2,10+ Miles,North America,55,Old Age,No
16007,Married,Female,"$90,000.00",5,Bachelors,Management,Yes,2,1-2 Miles,North America,66,Old Age,Yes
27434,Single,Male,"$70,000.00",4,Partial College,Professional,Yes,1,10+ Miles,North America,56,Old Age,No
27756,Single,Female,"$50,000.00",3,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,40,Adolesent,No
23818,Married,Female,"$50,000.00",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Adolesent,Yes
19012,Married,Male,"$80,000.00",3,Bachelors,Management,Yes,1,1-2 Miles,North America,56,Old Age,No
18329,Single,Male,"$30,000.00",0,Partial High School,Clerical,No,2,5-10 Miles,North America,27,Adolesent,No
29037,Married,Male,"$60,000.00",0,Graduate Degree,Professional,No,0,0-1 Miles,North America,39,Adolesent,No
26576,Married,Female,"$60,000.00",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,31,Adolesent,No
12192,Single,Female,"$60,000.00",2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,51,Old Age,No
